complex-name,gb-complex-etot,gb-complex-1-4-eel,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-1-4-eel,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-1-4-eel,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg,enthalpy-gb,entropy
3su6,-7980.1838,7096.097,-12610.0013,-2516.2179,49.9383,-7758.6601,7030.9645,-12283.5597,-2556.4829,50.4181,-241.7026,65.1326,-263.5059,-48.6903,5.361,-16872.5129,-1804.1615,-12610.0013,-2508.2884,49.9383,-16490.2713,-1707.6161,-12283.5597,-2549.5135,50.4181,-324.7172,-17.0873,-263.5059,-49.485,5.361,-8.316937356,-59.279199999999,-50.962262643999
3sue,-7548.8603,6841.165,-12347.4422,-2086.5876,44.0046,-7409.7439,6688.8543,-11994.5403,-2148.5739,44.5161,-162.8373,152.3107,-267.4769,-53.1646,5.4936,-16094.7995,-1704.8814,-12347.4422,-2086.4804,44.0046,-15708.8137,-1610.0122,-11994.5403,-2148.7773,44.5161,-332.5664,-17.3554,-267.4769,-53.2276,5.4936,-12.54448359,-53.7929000000004,-41.2484164100004
3suf,-7600.727,6553.0648,-12028.9518,-2167.45,42.61,-7462.4953,6401.3454,-11682.0574,-2224.8944,43.111,-163.0498,151.7194,-268.1645,-52.0995,5.4948,-15861.288,-1713.0436,-12028.9518,-2161.9026,42.61,-15480.2727,-1619.2592,-11682.0574,-2222.0672,43.111,-332.1278,-17.224,-268.1645,-52.2341,5.4948,-10.44452598,-51.7422999999999,-41.2977740199999
3sug,-8082.9196,6994.5836,-12630.7737,-2497.416,50.6865,-7961.6178,6838.8128,-12310.0937,-2541.1968,50.8599,-158.0497,155.7708,-268.1653,-51.1147,5.4596,-16885.6385,-1813.9264,-12630.7737,-2491.6249,50.6865,-16516.2075,-1721.0032,-12310.0937,-2535.9705,50.8599,-332.6367,-18.3867,-268.1653,-51.5443,5.4596,-8.579432056,-37.7885999999999,-29.2091679439999
3sur,-17921.263,22732.0919,-36452.548,-4293.19,92.3831,-17924.4513,22678.6635,-36335.766,-4360.2253,92.8765,-12.4533,53.4284,-38.0844,-29.7446,1.9473,-44840.1389,-4316.41,-36452.548,-4163.5641,92.3831,-44814.4301,-4282.9446,-36335.766,-4288.596,92.8765,-71.8704,-2.2484,-38.0844,-33.485,1.9473,-5.733436882,-15.5753999999979,-9.8419631179979
3sus,-17816.6955,22821.7377,-36564.239,-4166.0644,91.8701,-17883.6221,22738.5169,-36434.5486,-4279.9748,92.3844,-3.221,83.2208,-56.2009,-32.2084,1.9675,-45647.8742,-5093.2791,-36564.239,-4082.2262,91.8701,-45614.6172,-5057.3177,-36434.5486,-4215.1354,92.3844,-92.5238,-2.3779,-56.2009,-35.9125,1.9675,-5.733436882,36.5640999999996,42.2975368819996
3sut,-18012.9441,22858.739,-36899.5391,-4064.6263,92.4823,-17979.1062,22726.3545,-36661.883,-4136.2389,92.6611,-58.5146,132.3845,-133.3031,-60.6466,3.0507,-45128.5596,-4331.062,-36899.5391,-3990.4407,92.4823,-44958.5336,-4286.3584,-36661.883,-4102.9533,92.6611,-200.652,-3.5154,-133.3031,-66.8842,3.0507,-10.84517579,-16.5115000000005,-5.66632421000052
3suu,-17939.7724,22892.2919,-36929.3166,-3995.3338,92.5861,-17950.2118,22758.4022,-36695.8799,-4105.4559,92.7218,-54.0548,133.8897,-137.7742,-53.2544,3.0841,-45884.0684,-5100.4008,-36929.3166,-3946.937,92.5861,-45728.7171,-5054.6835,-36695.8799,-4070.8756,92.7218,-195.3123,-2.597,-137.7742,-58.0252,3.0841,-11.770815,21.3738999999987,33.1447149999987
3suv,-17969.8474,22940.6449,-37069.671,-3933.1148,92.2935,-17949.0037,22788.2189,-36699.9281,-4130.1749,92.8805,-33.4303,152.4261,-99.386,-88.492,2.0216,-45937.0075,-5092.4972,-37069.671,-3867.1328,92.2935,-45753.2566,-5053.0534,-36699.9281,-4093.1555,92.8805,-188.7706,-2.7967,-99.386,-88.6096,2.0216,-6.286057304,-24.060499999996,-17.774442695996
3suw,-17922.3458,22781.5304,-36727.9898,-4068.4566,92.5701,-17911.8042,22688.3233,-36412.8693,-4280.5243,93.2661,-27.0612,93.2071,-44.9644,-77.4725,2.1687,-45685.5964,-5083.4354,-36727.9898,-3966.7413,92.5701,-45578.298,-5040.8456,-36412.8693,-4217.8492,93.2661,-125.5961,-3.4625,-44.9644,-79.3378,2.1687,-6.493289962,-22.6076999999968,-16.1144100379968
3sv2,-9964.8539,9736.4784,-16166.4226,-3594.1772,59.2675,-9942.1737,9510.4534,-15957.4638,-3554.8722,59.709,-47.0537,226.0251,-195.1745,-81.0032,3.099,-18862.8818,799.7764,-16166.4226,-3555.503,59.2675,-18564.9537,855.1998,-15957.4638,-3522.3987,59.709,-281.1305,-9.128,-195.1745,-79.9269,3.099,-5.788698924,-21.9219000000012,-16.1332010760012
3sw8,-7852.088,8405.5294,-13197.4301,-3110.4915,50.3041,-7899.8674,8338.4212,-13127.8101,-3161.3466,50.868,-16.2654,67.1082,-63.2126,-22.4088,2.2477,-18027.5977,-1814.8789,-13197.4301,-3065.5929,50.3041,-17978.1083,-1773.0488,-13127.8101,-3128.1175,50.868,-86.8372,-3.1621,-63.2126,-22.7102,2.2477,-6.216979751,25.3768,31.593779751
3sww,-54771.1853,62763.4315,-100317.2011,-17497.2774,279.8617,-54745.3229,62748.7268,-99849.7116,-17924.7916,280.4535,-48.6339,14.7047,8.239,-74.6423,3.0647,-124382.4787,-6931.8771,-100317.2011,-17413.2622,279.8617,-124282.9184,-6871.0468,-99849.7116,-17842.6135,280.4535,-72.4881,-10.9403,8.239,-72.8516,3.0647,-11.60502887,-27.1184999999969,-15.5134711299969
3sxf,-18896.907,20364.8991,-32414.4334,-6957.6893,110.3166,-18625.7706,20775.8539,-32534.1535,-6978.9257,111.4547,-284.3299,-410.9548,143.4874,-20.1216,3.2591,-43603.943,-4404.0906,-32414.4334,-6895.7355,110.3166,-43682.5475,-4341.7196,-32534.1535,-6918.1291,111.4547,122.1527,-4.7766,143.4874,-19.8171,3.2591,-11.88133908,-44.4008999999969,-32.5195609199969
3t01,-15554.7664,16558.3104,-27455.7285,-4737.8084,80.46,-15696.7189,16320.9889,-27551.5601,-4546.824,80.6764,10.4402,237.3216,-124.0566,-104.0261,1.2013,-36096.486,-4067.6301,-27455.7285,-4653.5875,80.46,-36006.3789,-4054.3683,-27551.5601,-4481.1269,80.6764,-221.2213,-0.017,-124.0566,-98.3491,1.2013,-6.18934873,118.267500000002,124.456848730002
3t1a,-36134.6581,44828.4011,-70106.8926,-11070.868,214.7015,-36064.4668,44858.6462,-70121.0666,-11018.0152,215.9688,-92.609,-30.2451,13.2457,-79.0646,3.455,-90254.6405,-9435.5969,-70106.8926,-10926.8525,214.7015,-90135.1893,-9349.5181,-70121.0666,-10880.5734,215.9688,-69.5863,-9.7178,13.2457,-76.5692,3.455,-11.56358234,-53.943299999999,-42.379717659999
3t1l,-6068.6606,4951.1116,-9321.9651,-1734.9672,37.1601,-6060.5122,4834.2832,-9512.4743,-1419.0514,36.7302,-53.1297,116.8283,12.0765,-185.1188,3.0843,-12294.2701,-1288.8444,-9321.9651,-1720.6207,37.1601,-12148.0123,-1259.6833,-9512.4743,-1412.585,36.7302,-177.1267,-5.0916,12.0765,-187.1958,3.0843,,20.9117999999999,20.9117999999999
3t1m,-6156.5355,4902.8192,-9756.0052,-1339.9057,36.5563,-6142.3534,4756.5314,-9574.0027,-1361.8427,36.9606,-27.0439,146.2877,-141.8596,-35.2128,3.7407,-12346.8571,-1289.7793,-9756.0052,-1337.629,36.5563,-12145.7494,-1247.9414,-9574.0027,-1360.7659,36.9606,-184.1964,-6.7567,-141.8596,-39.3208,3.7407,-4.19991521,-22.2194000000009,-18.0194847900009
3t2q,-165007.008,147858.7787,-217901.2443,-95616.276,651.7337,-165271.4566,147636.9053,-222945.2876,-90615.2425,652.1682,-555.8791,221.8734,139.574,-918.9697,1.6431,-353866.0587,-42431.5058,-217901.2443,-94185.0422,651.7336,-354223.5315,-42406.855,-222945.2876,-89523.5572,652.1682,-765.6957,-0.8174,139.574,-906.0955,1.6431,-5.056476864,796.494299999991,801.550776863991
3t2w,-7797.2654,10462.046,-16653.5102,-1653.4815,47.6802,-7656.1035,10519.3758,-16633.9565,-1589.834,48.3112,-155.1693,-57.3298,-7.4855,-92.6496,2.2956,-18799.6273,-540.4954,-16653.5102,-1653.3019,47.6802,-18680.6843,-502.4359,-16633.9565,-1592.603,48.3112,-97.4643,-2.5366,-7.4855,-89.7378,2.2956,-10.30637088,-21.5154999999995,-11.2091291199995
3t60,-16196.3353,19730.0057,-30552.9492,-5472.9219,99.5301,-16007.1803,19939.3198,-30592.288,-5454.3556,100.1435,-213.8403,-209.3141,59.9897,-67.9849,3.4691,-39756.9766,-3892.6855,-30552.9492,-5410.8719,99.5301,-39717.3185,-3829.4194,-30592.288,-5395.7546,100.1435,-19.1644,-12.9496,59.9897,-69.6735,3.4691,-9.256392074,-25.6312000000034,-16.3748079260034
3t64,-16861.8192,21262.993,-32367.9892,-5859.0343,102.2114,-16684.6601,21486.7487,-32465.4339,-5808.9107,102.9358,-202.3512,-223.7557,88.8543,-70.4932,3.0435,-42209.0788,-4147.2064,-32367.9892,-5796.0946,102.2114,-42203.5032,-4089.0753,-32465.4339,-5751.9298,102.9358,8.2436,-11.8757,88.8543,-71.7785,3.0435,-9.256392074,-21.063299999998,-11.806907925998
3t6b,-29277.3928,29063.0277,-49169.4066,-9299.472,128.458,-29203.0066,28544.3936,-48384.9757,-9493.4402,131.0157,-104.4353,518.6341,-483.905,-144.2268,5.0623,-65501.1466,-7265.9942,-49169.4066,-9194.2038,128.458,-64810.1975,-7163.562,-48384.9757,-9392.6754,131.0157,-641.3941,-19.354,-483.905,-143.1974,5.0623,-8.786664715,-53.029100000007,-44.242435285007
3t8v,-35240.2746,41545.4399,-68728.0224,-8227.6323,169.9402,-35270.8688,41351.7343,-68171.1158,-8623.4099,171.9226,-68.7193,193.7056,-164.3939,-102.4511,4.4202,-86100.8629,-9422.372,-68728.0224,-8120.4086,169.9402,-85823.9787,-9328.6068,-68171.1158,-8496.1788,171.9226,-278.1139,-13.986,-164.3939,-104.1542,4.4202,-9.104421458,19.5343000000066,28.6387214580066
3ta0,-13345.055,10686.8748,-19578.9215,-4520.2478,67.2395,-12260.4083,12681.4038,-20426.2792,-4584.0658,68.5329,-1148.0981,-1994.529,931.3518,-88.1974,3.2765,-26651.5213,-2687.7834,-19578.9215,-4452.0559,67.2395,-27488.2889,-2621.4095,-20426.2792,-4509.1331,68.5329,837.6877,-6.0248,931.3518,-90.9157,3.2765,-4.793982164,3.10229999999865,7.89628216399865
3ta1,-14840.1436,12237.4605,-22074.5325,-5084.4792,81.4075,-14134.2202,13353.3262,-22421.917,-5147.9184,82.289,-767.3374,-1115.8657,425.6945,-80.0315,2.8653,-29935.9684,-2949.8514,-22074.5325,-4992.9921,81.4075,-30283.1689,-2884.0182,-22421.917,-5059.5227,82.289,343.6613,-5.7112,425.6945,-79.1873,2.8653,-4.490040931,1.29199999999764,5.78204093099764
3tao,-18682.8186,22210.0716,-35031.631,-5956.9977,95.7384,-18518.7093,22251.1565,-34902.5257,-5963.3848,96.0446,-195.4474,-41.0849,-101.6417,-54.3148,1.5939,-45796.8961,-4929.4325,-35031.631,-5931.571,95.7384,-45650.6963,-4908.7811,-34902.5257,-5935.4341,96.0446,-157.7019,-0.6947,-101.6417,-56.9595,1.5939,-7.101172427,11.381400000002,18.482572427002
3tay,-6242.7677,6665.1122,-11519.3612,-1428.4083,39.8895,-6261.1277,6328.5682,-11204.063,-1425.4626,39.8298,7.313,336.544,-234.0899,-97.7514,2.6103,-14483.0123,-1569.9624,-11519.3612,-1433.5782,39.8895,-14142.2235,-1541.5234,-11204.063,-1436.4668,39.8298,-336.4693,-5.1507,-234.0899,-99.839,2.6103,-4.669642569,-12.2413000000006,-7.57165743100059
3tb6,-21075.5936,27494.5699,-41391.0199,-7298.9852,119.8415,-21065.4648,27375.1566,-41247.0783,-7313.7549,120.2118,-6.1181,119.4133,-100.2244,-26.7739,1.467,-54023.8021,-5519.5614,-41391.0199,-7233.0624,119.8415,-53877.1908,-5503.0893,-41247.0783,-7247.235,120.2118,-130.7093,-0.6357,-100.2244,-31.3162,1.467,-7.018279363,-19.847099999999,-12.828820636999
3tcg,-19614.275,23972.7913,-38601.413,-5084.199,98.5458,-19463.8691,23669.2911,-37879.5957,-5353.3259,99.7614,-172.3937,303.5002,-269.3743,-209.6291,3.1095,-48061.3309,-4546.5889,-38601.413,-5011.8748,98.5458,-47519.1975,-4477.2258,-37879.5957,-5262.1375,99.7614,-480.6956,-7.7798,-269.3743,-206.651,3.1095,-8.109704698,-39.5954999999994,-31.4857953019994
3td4,-12197.951,8223.4601,-17059.5974,-3424.6694,62.8557,-12145.0178,7746.1239,-16523.7036,-3430.4312,62.9932,-35.6613,477.3362,-420.3647,-94.6354,2.0026,-22722.1323,-2320.3873,-17059.5974,-3405.0033,62.8557,-22151.8865,-2281.0138,-16523.7036,-3410.1623,62.9932,-510.2095,-2.9531,-420.3647,-88.8944,2.0026,-7.819578976,-53.6922999999988,-45.8727210239988
3tf6,-7069.5091,7601.1966,-12479.7553,-2239.3898,48.4394,-6985.5234,7615.1089,-12235.3803,-2414.1034,48.8514,-100.9331,-13.9124,-5.6629,-82.9011,1.5433,-15509.9998,-856.4585,-12479.7553,-2222.2255,48.4394,-15415.197,-834.9594,-12235.3803,-2393.7087,48.8514,-85.4023,1.5437,-5.6629,-82.8264,1.5433,-8.841926757,-6.09540000000015,2.74652675699985
3tfn,-12118.9262,12295.8649,-19184.2777,-5298.3864,67.873,-12089.5449,12292.2607,-19183.9228,-5267.1929,69.3101,-81.7669,3.6042,11.6848,-100.7375,3.6816,-27340.9013,-2977.4877,-19184.2777,-5247.0089,67.873,-27261.4269,-2919.8224,-19183.9228,-5226.9919,69.3101,-88.049,-3.8189,11.6848,-99.5965,3.6816,-9.076790437,-1.46079999999711,7.61599043700289
3tfp,-12139.5109,12332.3922,-18974.0651,-5566.7869,68.9488,-12076.6688,12255.2724,-19087.4549,-5314.72,70.2337,-93.4144,77.1198,-78.4513,-95.4253,3.3423,-27430.1792,-3003.6504,-18974.0651,-5521.4125,68.9488,-27233.462,-2936.7938,-19087.4549,-5279.447,70.2337,-173.8623,-5.7476,-78.4513,-93.0057,3.3423,-8.938635331,-30.5367000000006,-21.5980646690006
3tfu,-28187.3552,33226.3211,-55750.3908,-5791.1943,127.9087,-28047.8327,33352.7734,-55637.3429,-5892.4104,129.1472,-228.6711,-126.4522,-20.4312,-85.0138,3.2262,-69686.1657,-8325.0089,-55750.3908,-5738.6748,127.9087,-69623.6559,-8264.3268,-55637.3429,-5851.1335,129.1472,-104.924,-1.5887,-20.4312,-86.1303,3.2262,-4.531487463,30.0551999999952,34.5866874629952
3tif,-21031.3261,18061.5865,-33633.9331,-5562.6518,103.6722,-20351.4987,19177.5375,-34035.5269,-5598.2461,104.7369,-757.6997,-1115.951,447.2508,-92.0101,3.0106,-43516.8173,-4534.917,-33633.9331,-5451.6395,103.6722,-43898.4933,-4472.6624,-34035.5269,-5495.0409,104.7369,352.5737,-5.9338,447.2508,-91.7539,3.0106,-7.43274468,21.5515000000014,28.9842446800014
3tk2,-10758.9488,11742.3388,-19006.0596,-3559.0332,63.8053,-10750.9901,11509.6275,-18723.8726,-3601.01,64.265,-12.9648,232.7113,-202.2035,-45.3201,1.8475,-25213.9616,-2750.6803,-19006.0596,-3521.027,63.8053,-24938.5463,-2713.8696,-18723.8726,-3565.0691,64.265,-245.8399,-2.1547,-202.2035,-43.3293,1.8475,-6.382765878,-29.6498999999985,-23.2671341219985
3tmk,-19536.2218,16380.1978,-30427.4405,-5585.7683,96.7892,-17560.4279,20234.4752,-32207.722,-5685.6306,98.4494,-2057.9276,-3854.2775,1939.6662,-148.9166,5.6003,-40094.7162,-4270.8205,-30427.4405,-5493.2444,96.7892,-41871.6367,-4161.2947,-32207.722,-5601.0695,98.4494,1770.2244,-13.732,1939.6662,-161.3101,5.6003,-9.491255753,-13.660100000001,-4.16884424700097
3ts4,-5413.9928,7425.7796,-10145.1622,-2735.8392,41.229,-5341.9878,7257.4434,-10302.347,-2339.0453,41.9611,-262.8267,168.3362,-215.8105,-219.8299,4.4775,-14279.7347,-1524.1981,-10145.1622,-2651.6034,41.229,-13986.4246,-1446.0218,-10302.347,-2280.017,41.9611,-438.0567,-9.4968,-215.8105,-217.2268,4.4775,-12.04712521,122.1422,134.18932521
3tsk,-5566.4101,7322.6886,-10355.8752,-2574.5353,41.3118,-5381.0858,7236.1876,-10228.4481,-2431.056,42.2307,-238.7282,86.5009,-216.1586,-113.8867,4.8161,-14322.8497,-1510.3994,-10355.8752,-2497.8869,41.3118,-13992.0255,-1433.0653,-10228.4481,-2372.7429,42.2307,-329.5368,-6.8271,-216.1586,-111.3673,4.8161,-9.90572107,-17.1031000000003,-7.19737893000027
3tt4,-5981.084,6681.1384,-9254.427,-3447.9522,40.1567,-5980.0396,6612.4856,-9469.531,-3163.9526,40.9585,-171.1202,68.6528,-144.8731,-98.1742,3.2744,-14104.7619,-1512.7438,-9254.427,-3377.7478,40.1567,-14002.6485,-1452.937,-9469.531,-3121.1389,40.9585,-241.6905,-3.8234,-144.8731,-96.2684,3.2744,-11.43924274,114.0924,125.53164274
3ttm,-11539.2,18338.5101,-26299.2137,-3650.8834,72.3869,-11471.3149,18296.6968,-25827.0839,-4013.6503,72.7225,-61.357,41.8134,98.6715,-203.3937,1.5518,-32405.3877,-2588.8855,-26299.2137,-3589.6754,72.3869,-32158.3968,-2545.9084,-25827.0839,-3858.1269,72.7225,-99.1921,-0.7877,98.6715,-198.6278,1.5518,-11.770815,-48.7175000000007,-36.9466850000007
3ttn,-11460.1391,16800.519,-24115.6243,-4216.168,71.1342,-11413.7637,16753.8051,-23246.7411,-4992.4541,71.6264,-62.6661,46.714,258.1003,-369.636,2.1557,-31365.944,-3166.5998,-24115.6243,-4154.854,71.1342,-31059.6023,-3105.7201,-23246.7411,-4778.7675,71.6264,-104.4705,-2.4258,258.1003,-362.3007,2.1557,,-42.1632000000009,-42.1632000000009
3tu7,-10146.9839,9547.0518,-16209.3578,-3543.799,59.1211,-9933.9276,9552.2553,-15977.6645,-3568.1617,59.6432,-225.2528,-5.2035,-144.0516,-79.7563,3.7586,-18786.7514,864.0512,-16209.3578,-3500.5659,59.1211,-18506.8716,934.3998,-15977.6645,-3523.2501,59.6432,-231.3586,-12.2798,-144.0516,-78.7857,3.7586,-11.17674804,-45.8722999999973,-34.6955519599973
3tvc,-5080.7285,9233.7585,-10592.7794,-3767.5675,45.86,-5076.5892,9158.5293,-10757.0242,-3524.9297,46.8353,-175.401,75.2292,-155.8338,-98.5258,3.7294,-15826.7377,-1584.1002,-10592.7794,-3695.718,45.86,-15713.1264,-1521.7059,-10757.0242,-3481.2316,46.8353,-251.5543,-1.9733,-155.8338,-97.4766,3.7294,-10.69320517,110.840700000001,121.533905170001
3twp,-12994.6444,12145.2364,-21910.4699,-3297.6132,68.2024,-12888.5844,12243.3752,-21916.9432,-3283.6005,68.5841,-113.6835,-98.1388,60.1276,-77.1626,1.4904,-28283.0018,-3169.8916,-21910.4699,-3270.8427,68.2024,-28257.8746,-3152.9815,-21916.9432,-3256.5341,68.5841,-12.3729,1.7842,60.1276,-75.7751,1.4904,-5.415680139,-11.0708000000013,-5.65511986100133
3tz0,-26469.5944,19924.5769,-38955.6478,-7582.9309,144.4074,-26415.0154,19881.7404,-38683.3229,-7758.2051,144.7722,-43.6784,42.8365,-10.3456,-77.8535,1.6842,-52132.5846,-5841.0512,-38955.6478,-7480.2931,144.4074,-51985.3871,-5814.7019,-38683.3229,-7632.1344,144.7722,-85.2136,-1.1291,-10.3456,-75.423,1.6842,-6.963017321,-36.1208000000042,-29.1577826790042
3tza,-18956.7682,26013.4721,-38356.2707,-6736.2836,122.314,-18851.6954,25778.8415,-37852.3039,-6901.4341,123.201,-128.8268,234.6306,-232.9235,-133.0626,2.5287,-48266.8375,-3379.8866,-38356.2707,-6652.9941,122.314,-47875.6278,-3323.7282,-37852.3039,-6822.7968,123.201,-361.3262,-3.7104,-232.9235,-127.2211,2.5287,-7.598530807,-28.6939999999959,-21.0954691929959
3tzm,-12535.1003,10877.0264,-20242.7639,-3238.3983,69.0355,-12502.1773,10895.1876,-20201.3054,-3266.3636,70.3042,-98.9734,-18.1611,-53.1462,-30.9935,3.3275,-26321.5419,-2944.7613,-20242.7639,-3203.0522,69.0355,-26247.2869,-2883.4697,-20201.3054,-3232.816,70.3042,-83.6291,-3.5497,-53.1462,-30.2607,3.3275,-10.7346517,8.30849999999919,19.0431516999992
3u10,-37234.7642,28776.0773,-55194.3561,-11015.02,198.5346,-36936.822,29018.4176,-55098.7983,-11055.6102,199.169,-332.9301,-242.3403,-41.5251,-51.5365,2.4718,-73868.9388,-7989.9885,-55194.3561,-10883.1289,198.5346,-73753.3097,-7933.8159,-55098.7983,-10919.8645,199.169,-91.5581,-4.3264,-41.5251,-48.1784,2.4718,-7.515637744,-16.8582999999926,-9.3426622559926
3u15,-6657.9751,7213.2653,-11803.6344,-2115.7253,48.1193,-6573.8128,7269.5593,-11764.958,-2127.5776,49.1634,-93.4047,-56.294,-17.2649,-22.9793,3.1335,-15168.6908,-1327.117,-11803.6344,-2086.0587,48.1193,-15091.3097,-1279.2825,-11764.958,-2096.2326,49.1634,-41.9573,-4.5491,-17.2649,-23.2768,3.1335,,-34.0429999999997,-34.0429999999997
3u3u,-10435.5132,8730.4332,-16023.8597,-3200.5306,58.4438,-10337.7835,8753.0731,-15875.5879,-3274.5069,59.2383,-100.1141,-22.6398,10.2798,-91.3344,3.5803,-17218.8558,1917.6038,-16023.8597,-3171.0438,58.4438,-17096.2641,1966.3176,-15875.5879,-3246.232,59.2383,-80.4872,-2.4044,10.2798,-91.9429,3.5803,,-43.9249999999993,-43.9249999999993
3u5j,-5234.3106,5775.2933,-9272.9371,-1776.1964,39.5296,-5245.8545,5743.528,-9240.5759,-1789.2481,40.4414,-8.2027,31.7652,9.9179,-52.5667,2.6808,-12237.9477,-1247.9236,-9272.9371,-1756.6165,39.5296,-12177.9881,-1206.6441,-9240.5759,-1771.2095,40.4414,-43.3364,-3.7632,9.9179,-52.1718,2.6808,-7.750501423,-17.7696999999989,-10.0191985769989
3u5l,-5255.3956,5728.5065,-9180.1095,-1842.9927,39.2001,-5240.8501,5732.3503,-9158.2222,-1855.1112,40.133,-24.359,-3.8438,-8.6748,-14.6078,2.7674,-12222.0389,-1256.9634,-9180.1095,-1824.1661,39.2001,-12169.4867,-1214.5542,-9158.2222,-1836.8433,40.133,-24.4968,-3.8148,-8.6748,-14.7746,2.7674,-8.551801035,-28.7809000000007,-20.2290989650007
3u6h,-10211.3221,11932.0783,-19106.0051,-3106.4331,69.0379,-10034.2186,12253.7781,-19219.6526,-3139.0419,70.6978,-219.1137,-321.6999,170.8106,-72.6589,4.4344,-24891.3839,-2770.5951,-19106.0051,-3083.8215,69.0379,-24952.29,-2686.8333,-19219.6526,-3116.5018,70.6978,98.3046,-4.9178,170.8106,-72.0227,4.4344,-12.4339595,-36.8338000000003,-24.3998405000003
3u7k,-7615.5485,8057.9249,-12371.1945,-3352.1792,49.9003,-7583.5761,7902.7629,-12137.9366,-3399.1271,50.7247,-59.625,155.1619,-177.4342,-41.1469,3.7941,-17371.9813,-1736.0157,-12371.1945,-3314.6713,49.9003,-17126.6189,-1670.5745,-12137.9366,-3368.8325,50.7247,-222.4501,-6.8459,-177.4342,-41.9641,3.7941,,-30.9426999999996,-30.9426999999996
3u7l,-7659.6323,7910.8821,-12438.7658,-3180.9617,49.2131,-7582.0268,7900.0926,-12316.0788,-3215.9712,49.9306,-96.6831,10.7895,-71.117,-39.9946,3.6391,-17274.6291,-1740.0609,-12438.7658,-3145.0155,49.2131,-17127.4191,-1679.496,-12316.0788,-3181.7749,49.9306,-115.4014,-6.8646,-71.117,-41.0588,3.6391,,-34.6227000000017,-34.6227000000017
3u7m,-7594.0957,7969.6092,-12385.3077,-3227.415,49.0179,-7617.4159,7911.1088,-12315.4617,-3263.0167,49.9536,-43.8973,58.5004,-70.7687,-35.0366,3.4077,-17258.2919,-1733.9627,-12385.3077,-3188.0393,49.0179,-17169.7301,-1676.6854,-12315.4617,-3227.5366,49.9536,-109.1356,-6.4005,-70.7687,-35.3741,3.4077,,16.3407000000007,16.3407000000007
3u7n,-7643.0407,7812.5067,-12425.6153,-3079.5099,49.5778,-7576.6956,7936.0398,-12437.6179,-3125.5574,50.4399,-133.2377,-123.5332,25.5606,-38.8287,3.5636,-17147.3162,-1727.6067,-12425.6153,-3043.672,49.5778,-17149.0689,-1669.6461,-12437.6179,-3092.2448,50.4399,-16.4897,-6.163,25.5606,-39.4509,3.5636,,15.0950000000012,15.0950000000012
3u81,-8714.037,9624.7247,-15685.1519,-2703.708,50.0983,-8518.4334,9536.0025,-15348.9212,-2756.5109,50.9963,-194.9128,88.7221,-203.8091,-82.9962,3.1704,-20471.7832,-2174.069,-15685.1519,-2662.6606,50.0983,-20126.5115,-2107.2256,-15348.9212,-2721.3609,50.9963,-287.7767,-5.5363,-203.8091,-81.6017,3.1704,-6.134086688,-61.9979000000003,-55.8638133120003
3u8j,-43896.9469,35859.6645,-61930.5932,-18026.3906,200.3724,-43915.2988,35765.3523,-61444.5715,-18436.9588,200.8792,12.3338,94.3122,-18.1536,-65.7702,1.9453,-82104.9752,-2381.4147,-61930.5932,-17993.3397,200.3724,-81971.1533,-2333.7657,-61444.5715,-18393.6953,200.8792,-82.1912,-1.2136,-18.1536,-64.7692,1.9453,-11.75699948,-40.4173000000083,-28.6603005200083
3u8k,-43457.4953,35711.7208,-61622.1809,-17753.2515,206.2164,-43509.7959,35638.5933,-61577.1694,-17778.1875,206.9677,25.5681,73.1275,-36.7054,-13.1101,2.2561,-82112.5456,-2956.6507,-61622.1809,-17739.9303,206.2164,-82053.165,-2913.0645,-61577.1694,-17769.8988,206.9677,-48.386,-0.173,-36.7054,-13.7637,2.2561,-11.96423214,-16.6807000000044,-4.71646786000444
3u8l,-43276.9995,35749.0921,-60963.7927,-18266.0749,203.7759,-43264.7277,35686.7876,-61772.8238,-17383.5512,204.8597,-128.4325,62.3045,2.0599,-195.3562,2.5593,-82639.2985,-3640.3258,-60963.7927,-18238.9559,203.7759,-82543.9078,-3595.3157,-61772.8238,-17380.6281,204.8597,-195.0427,-1.9625,2.0599,-197.6993,2.5593,-11.121486,73.1131000000023,84.2345860000023
3u8n,-43424.5553,35991.7428,-62288.2372,-17330.2347,202.1738,-43460.0614,35887.1949,-61855.0793,-17695.1347,202.9576,26.7093,104.5479,-12.4593,-67.8131,2.4338,-81813.3065,-2382.7273,-62288.2372,-17344.5157,202.1738,-81699.7267,-2325.587,-61855.0793,-17722.018,202.9576,-77.4009,-0.7381,-12.4593,-66.6373,2.4338,-14.05037424,-47.6054000000004,-33.5550257600004
