,complex-name,gb-complex-etot,gb-complex-1-4-eel,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-1-4-eel,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-1-4-eel,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg,enthalpy-gb,entropy
197,1f57,-10723.5641,13869.7815,-21889.4289,-2764.659,60.7423,-10746.6199,13637.584,-21608.5828,-2836.7342,61.1131,-9.0947,232.1975,-196.3473,-46.3293,1.3844,-26898.6008,-2340.2026,-21889.4289,-2729.7116,60.7423,-26672.4558,-2321.046,-21608.5828,-2803.9401,61.1131,-239.7177,-0.7107,-196.3473,-44.0442,1.3844,-7.791947955,13.7045999999991,21.4965479549991
198,1f5k,-8342.3441,9548.0309,-15558.9849,-2385.7448,54.3547,-8273.5665,9620.776,-15600.4862,-2348.5824,54.7261,-71.1858,-72.7451,57.2787,-57.2908,1.5714,-16762.1538,1127.3961,-15558.9849,-2384.9196,54.3547,-16743.2788,1150.0729,-15600.4862,-2347.5917,54.7261,1.8739,-0.1795,57.2787,-56.7967,1.5714,-5.167000949,-20.0890999999992,-14.9220990509992
199,1f5l,-8413.6578,8993.2068,-15221.2301,-2237.5497,51.9153,-8207.8633,9402.9804,-15472.0459,-2191.1208,52.3231,-223.0623,-409.7736,251.3392,-66.7196,2.0917,-15530.0837,1873.2816,-15221.2301,-2234.0505,51.9153,-15702.1441,1906.9104,-15472.0459,-2189.3317,52.3231,189.3026,0.2427,251.3392,-64.371,2.0917,-7.294589575,-16.6036999999997,-9.30911042499966
200,1f73,-41770.8233,58496.131,-90875.692,-9588.8049,197.5427,-41704.5908,58263.7003,-90599.2755,-9566.9985,197.9829,-63.1828,232.4307,-180.2674,-117.9549,2.6088,-112059.4004,-11962.8709,-90875.692,-9418.3802,197.5427,-111729.6882,-11928.6737,-90599.2755,-9399.7219,197.9829,-301.4155,-2.8509,-180.2674,-120.906,2.6088,-3.301907023,-34.3960000000006,-31.0940929770006
201,1f74,-42113.1551,59405.4323,-91769.2797,-9947.7119,198.4043,-42081.058,59223.3602,-91590.6461,-9912.5328,198.7607,-31.3621,182.0721,-100.1228,-115.9198,2.6084,-113480.5561,-12162.6906,-91769.2797,-9746.99,198.4043,-113234.4221,-12129.4133,-91590.6461,-9713.1234,198.7607,-216.6095,-2.1921,-100.1228,-116.9029,2.6084,-4.21373072,-31.8202000000092,-27.6064692800092
202,1f8b,-61124.2654,58628.0631,-107537.5611,-12438.4744,223.707,-61089.6669,58432.2978,-107404.0423,-12342.3617,224.4393,-54.3782,195.7653,-141.8923,-110.6995,2.4482,-107468.9794,12108.0389,-107537.5611,-12263.1642,223.707,-107232.6796,12139.6586,-107404.0423,-12192.7352,224.4393,-256.581,-3.7179,-141.8923,-113.419,2.4482,-7.460375701,-8.1221000000005,-0.6617242990005
203,1f8c,-61356.3458,58881.0191,-109687.6542,-10768.0323,218.3216,-61257.2296,58719.3831,-109351.3266,-10844.3185,219.0324,-88.0705,161.636,-160.7807,-91.4058,2.48,-108314.6326,11709.6738,-109687.6542,-10554.9738,218.3216,-108018.8412,11751.1662,-109351.3266,-10637.7132,219.0324,-254.6273,-4.9885,-160.7807,-91.338,2.48,-10.22347781,-47.5496000000057,-37.3261221900057
204,1f8d,-61180.0907,58637.7998,-107891.88,-12149.3684,223.358,-61184.6193,58453.5869,-107643.0537,-12219.2899,224.1374,-14.8189,184.2128,-156.31,-45.2352,2.5134,-107558.4833,12080.526,-107891.88,-11970.4872,223.358,-107352.3366,12119.9255,-107643.0537,-12053.3457,224.1374,-207.2541,-5.1347,-156.31,-48.3228,2.5134,-4.69727359,-14.917300000001,-10.220026410001
205,1f8e,-61306.7651,58633.639,-108264.4068,-11899.9899,223.9926,-61190.2017,58418.4897,-107740.6188,-12092.8547,224.782,-116.4526,215.1492,-182.6013,-151.5434,2.5428,-107727.739,12057.0494,-108264.4068,-11744.3742,223.9926,-107359.1397,12104.3089,-107740.6188,-11947.6118,224.782,-334.5819,-6.289,-182.6013,-148.2345,2.5428,-6.659076089,-41.081299999998,-34.422223910998
206,1fao,-4785.3065,3779.8869,-6684.9493,-1911.6013,31.3572,-4022.7099,4237.367,-6373.4061,-1918.2301,31.5592,-866.0252,-457.4801,-241.3352,-170.0764,2.8666,-8671.655,-138.934,-6684.9493,-1879.1288,31.3572,-8346.9979,-110.7121,-6373.4061,-1894.4389,31.5592,-412.2646,-5.4469,-241.3352,-168.349,2.8666,-10.18203128,80.6535999999996,90.8356312799996
207,1fch,-13127.5696,11395.2702,-20507.6747,-4083.1296,67.9645,-12950.4368,10908.2419,-19621.5875,-4306.2541,69.1629,-222.9882,487.0283,-492.0981,-223.2088,5.2904,-27647.2657,-3145.8468,-20507.6747,-4061.7087,67.9645,-26890.0471,-3052.8075,-19621.5875,-4284.815,69.1629,-722.7527,-16.3772,-492.0981,-219.5677,5.2904,-9.878090049,-30.806700000001,-20.928609951001
208,1fcx,-9514.6296,9175.0296,-16099.5251,-2646.2139,56.0799,-9442.4699,9111.805,-15971.1523,-2640.2508,57.1282,-81.046,63.2245,-63.0045,-84.668,3.4019,-21026.708,-2360.2932,-16099.5251,-2622.9697,56.0799,-20814.2856,-2287.253,-15971.1523,-2613.0084,57.1282,-148.1604,-3.391,-63.0045,-85.1668,3.4019,-9.933352091,-60.7628999999997,-50.8295479089997
209,1fcy,-9498.0006,9302.4554,-16262.2004,-2594.1189,55.8633,-9443.4256,9223.7278,-16129.1691,-2594.8893,56.905,-61.5531,78.7276,-62.7625,-80.8886,3.3704,-21143.2995,-2362.762,-16262.2004,-2574.2003,55.8633,-20930.6917,-2291.0303,-16129.1691,-2567.3973,56.905,-142.2414,-2.9843,-62.7625,-79.865,3.3704,-11.770815,-61.7692999999999,-49.9984849999999
210,1fcz,-9533.447,9158.9632,-16126.1242,-2622.2835,55.9975,-9469.0166,9103.1204,-16008.6588,-2620.4554,56.9771,-75.6328,55.8427,-53.2046,-81.5699,3.2989,-21024.0519,-2353.9098,-16126.1242,-2600.0154,55.9975,-20825.1959,-2285.5064,-16008.6588,-2588.0079,56.9771,-131.5273,-1.3859,-53.2046,-80.2357,3.2989,-12.73790073,-55.815099999998,-43.077199269998
211,1fd0,-9505.5554,9204.5387,-16199.036,-2567.182,56.1239,-9465.105,9101.2699,-16057.9164,-2565.6089,57.1503,-51.0733,103.2689,-70.1615,-87.5971,3.4164,-21048.1201,-2356.3857,-16199.036,-2548.8223,56.1239,-20830.789,-2288.9157,-16057.9164,-2541.1073,57.1503,-152.8252,1.0813,-70.1615,-87.1615,3.4164,-11.60502887,-57.9284000000007,-46.3233711300007
212,1fh7,-11671.1672,14117.8862,-23088.6501,-2758.3036,57.9004,-11720.6321,13865.1448,-22707.7438,-2936.4122,58.3792,45.941,252.7413,-115.4773,-93.6513,2.3283,-27320.6041,-1572.4693,-23088.6501,-2717.3852,57.9004,-27073.2284,-1530.0385,-22707.7438,-2893.8252,58.3792,-214.6967,-3.7788,-115.4773,-97.7688,2.3283,-7.239327532,-35.1280999999999,-27.8887724679999
213,1fh8,-11712.0225,14041.1721,-22976.7023,-2834.7146,58.2223,-11729.2494,13848.5193,-22598.5283,-3037.946,58.7056,22.7234,192.6528,-80.3484,-91.8526,2.2716,-27294.2488,-1582.6541,-22976.7023,-2793.1147,58.2223,-27072.9181,-1539.6454,-22598.5283,-2993.45,58.7056,-176.8593,-3.2913,-80.3484,-95.4912,2.2716,-9.518886774,-45.2138999999988,-35.6950132259988
214,1fh9,-11652.8273,14145.9479,-22941.1285,-2915.5951,57.9485,-11705.8226,13877.639,-22699.1427,-2942.781,58.462,33.0628,268.3089,-190.5049,-47.1291,2.388,-27294.2415,-1567.2916,-22941.1285,-2843.7699,57.9485,-27052.932,-1528.9063,-22699.1427,-2883.3449,58.462,-246.2441,-3.8015,-190.5049,-54.3256,2.388,-8.883373289,-14.6513000000014,-5.76792671100136
215,1fhd,-11700.5882,14038.7036,-23087.8833,-2709.0351,57.6267,-11712.5216,13852.9853,-22711.6628,-2912.0267,58.1826,13.7005,185.7183,-85.0299,-89.5153,2.5273,-27264.1633,-1568.7809,-23087.8833,-2665.1257,57.6267,-27050.6372,-1529.7782,-22711.6628,-2867.3788,58.1826,-181.9303,-4.0792,-85.0299,-95.3485,2.5273,-9.422178201,-36.6905999999999,-27.2684217989999
216,1fiv,-10985.4232,7454.7993,-16333.5257,-2158.7197,52.023,-10862.447,7192.0062,-15836.7049,-2272.6629,54.9147,-259.1544,262.7931,-390.1123,-138.0436,6.2084,-20581.2072,-2198.6172,-16333.5257,-2101.0873,52.023,-20125.4506,-2097.4249,-15836.7049,-2246.2354,54.9147,-546.2076,-21.7616,-390.1123,-140.5421,6.2084,-9.104421458,56.7474999999995,65.8519214579995
217,1fjs,-11233.2615,11928.1042,-19494.1803,-3733.1467,65.9613,-11103.3133,11929.7205,-19380.0938,-3719.6131,66.6731,-154.1892,-1.6163,-1.1959,-155.6541,4.2771,-25712.5856,-2589.2946,-19494.1803,-3695.072,65.9613,-25513.3246,-2523.1547,-19380.0938,-3676.7492,66.6731,-160.2924,-8.4957,-1.1959,-154.8779,4.2771,-13.76024852,-33.4032000000006,-19.6429514800007
218,1fkb,-4162.9496,4645.2744,-7635.838,-1204.573,32.187,-4202.1548,4558.9503,-7578.747,-1213.9091,31.551,26.7824,86.3241,-23.0464,-42.1089,5.6137,-9818.6796,-1022.431,-7635.838,-1192.5975,32.187,-9676.497,-926.7385,-7578.747,-1202.5624,31.551,-95.5864,-32.2667,-23.0464,-45.887,5.6137,-13.40104524,-51.0029999999997,-37.6019547599997
219,1fkf,-4113.8509,4660.2274,-7663.3313,-1141.3318,30.5848,-4157.9667,4577.5046,-7612.928,-1152.5866,30.0433,27.4647,82.7228,-23.4232,-37.0721,5.2372,-9790.2276,-1025.8604,-7663.3313,-1131.6206,30.5848,-9662.5183,-939.4306,-7612.928,-1140.2031,30.0433,-84.5125,-25.5508,-23.4232,-40.7757,5.2372,-12.98657992,-44.2279000000008,-31.2413200800008
220,1fkg,-4169.2353,4712.0085,-7862.678,-1049.1834,30.6175,-4229.0221,4583.8518,-7778.4218,-1065.429,30.9768,48.4354,128.1567,-65.2991,-18.0991,3.6768,-9869.6647,-1000.7867,-7862.678,-1036.8175,30.6175,-9740.5591,-939.3708,-7778.4218,-1053.7433,30.9768,-90.9766,-10.7657,-65.2991,-18.5887,3.6768,-11.05240845,-39.2988000000005,-28.2463915500005
221,1fkh,-4185.9115,4732.9914,-7816.4729,-1133.0297,30.5997,-4249.6692,4609.3073,-7740.1833,-1149.7945,31.0012,50.6401,123.6841,-60.5409,-16.3175,3.8145,-9873.893,-970.5297,-7816.4729,-1117.4901,30.5997,-9758.1992,-913.6762,-7740.1833,-1135.341,31.0012,-82.7948,-9.4105,-60.5409,-16.6578,3.8145,-11.2596411,-34.3253999999997,-23.0657588999997
222,1fki,-8369.4161,9336.4995,-15648.3784,-2114.7153,57.1781,-8409.4668,9218.661,-15556.7893,-2128.9513,57.6128,26.5116,117.8385,-74.8012,-19.8864,3.3608,-19609.9572,-1928.0025,-15648.3784,-2090.7545,57.1781,-19473.9787,-1868.8729,-15556.7893,-2105.9294,57.6128,-101.3372,-10.9418,-74.8012,-18.9549,3.3608,-9.670857391,-34.6486999999997,-24.9778426089997
223,1fkn,-14232.8509,17160.4282,-26674.7894,-4796.0266,77.5368,-14037.4245,16472.0586,-26114.834,-4473.7091,79.0601,-282.5977,688.3696,-659.345,-318.0158,6.3935,20312.6282,51685.6991,-26674.7894,-4775.8183,77.5368,21306.7473,51805.8552,-26114.834,-4463.3339,79.0601,-994.0155,-25.6389,-659.345,-315.4251,6.3935,-12.15764929,-7.34590000000026,4.81174928999974
224,1fkw,-13417.176,16194.5664,-25957.285,-3721.47,67.0127,-13531.4383,16182.7908,-25873.8644,-3908.0115,67.6468,-74.6345,11.7756,-52.319,-36.2585,2.1676,-33054.4775,-3566.9933,-25957.285,-3597.2119,67.0127,-33117.8272,-3526.686,-25873.8644,-3784.9236,67.6468,-91.6195,-2.9902,-52.319,-38.4778,2.1676,-6.976832832,151.579699999998,158.556532831998
225,1fl3,-14181.4808,18224.6278,-28463.6855,-4037.7186,95.2955,-14071.0209,18310.7789,-28348.7433,-4129.37,96.3134,-145.8595,-86.1511,33.0322,-95.8302,3.0896,-32802.6927,-347.4358,-28463.6855,-4086.8669,95.2955,-32735.0323,-298.6163,-28348.7433,-4183.9861,96.3134,-59.5235,-1.0239,33.0322,-94.6214,3.0896,-9.394547179,-12.3959999999988,-3.00145282099882
226,1flr,-15679.9448,18759.3875,-30794.9887,-3740.151,95.8074,-15508.8619,18919.6391,-30709.9266,-3815.5282,96.9538,-184.6509,-160.2516,60.2798,-87.3621,2.6829,-34284.6983,176.039,-30794.9887,-3761.556,95.8074,-34224.6146,224.6917,-30709.9266,-3836.3334,96.9538,-28.031,-4.6386,60.2798,-86.3551,2.6829,-13.81551056,-30.4460999999974,-16.6305894399974
227,1fm9,-19948.4391,23425.3309,-37465.4189,-6024.7926,116.4415,-19889.5959,23368.8437,-37404.9835,-5971.7741,118.3179,-84.585,56.4872,-53.8183,-91.7789,4.525,-48355.9296,-5048.0533,-37465.4189,-5958.899,116.4415,-48156.4161,-4959.591,-37404.9835,-5910.1596,118.3179,-144.9487,-4.1607,-53.8183,-91.4947,4.525,-12.4339595,-58.5597999999991,-46.1258404999991
228,1fpc,-10068.3125,9258.0988,-15775.4739,-3609.7591,58.8217,-9865.638,9399.3208,-15694.4415,-3629.6666,59.1493,-227.298,-141.222,-3.7259,-86.3011,3.951,-18464.3127,818.1742,-15775.4739,-3565.8347,58.8217,-18341.4856,878.2854,-15694.4415,-3584.4787,59.1493,-97.575,-12.1037,-3.7259,-85.6964,3.951,-9.670857391,-23.384,-13.713142609
229,1fq5,-10574.4061,17041.8666,-21036.531,-6650.2562,70.5144,-10471.3571,16928.1427,-20736.806,-6735.3678,72.674,-169.2702,113.7239,-228.5983,-60.3401,5.9443,-28853.5879,-1350.1169,-21036.531,-6537.4545,70.5144,-28568.9166,-1233.0293,-20736.806,-6671.7552,72.674,-309.8786,-22.9178,-228.5983,-64.3068,5.9443,-11.60502887,-27.9486000000015,-16.3435711300015
230,1ftm,-9384.2129,13038.2844,-19139.082,-3346.0158,62.6005,-9334.7876,12823.4777,-18791.3721,-3429.9562,63.063,-56.0963,214.8067,-211.5891,-61.1692,1.8553,-24070.874,-1696.1649,-19139.082,-3298.2276,62.6005,-23763.8863,-1649.5566,-18791.3721,-3386.0206,63.063,-270.901,-3.719,-211.5891,-57.4482,1.8553,-10.51360353,-36.2183000000005,-25.7046964700005
231,1fv0,-4419.0783,6095.1267,-8974.8582,-1574.8363,35.4895,-4394.0314,6033.7444,-8867.7652,-1596.6588,36.6482,-72.396,61.3823,-53.7097,-82.7265,2.6579,-5978.0819,4514.2352,-8974.8582,-1552.9485,35.4895,-5853.9705,4559.404,-8867.7652,-1582.2575,36.6482,-131.9488,1.0278,-53.7097,-81.9248,2.6579,-8.192597761,1.15249999999935,9.34509776099935
232,1fzj,-15950.7475,15327.1334,-26793.1498,-4579.5554,94.8243,-15703.0571,14785.4807,-25961.6464,-4623.8685,96.977,-282.0543,541.6527,-627.1179,-203.4655,6.8763,-32412.0788,-1184.155,-26793.1498,-4529.5983,94.8243,-31512.283,-1057.8609,-25961.6464,-4589.7528,96.977,-857.0372,-30.7603,-627.1179,-206.0353,6.8763,-11.19056355,-61.1698999999971,-49.9793364499971
233,1fzk,-15890.0884,15288.3021,-26736.8311,-4537.9754,96.4159,-15673.7259,14779.8213,-25895.9812,-4656.2057,98.6397,-325.9434,508.4809,-634.362,-206.8604,6.7981,-34766.7664,-3636.6918,-26736.8311,-4489.6594,96.4159,-33929.575,-3512.5173,-25895.9812,-4619.7162,98.6397,-862.6178,-28.2408,-634.362,-206.8132,6.7981,-11.60502887,13.6471999999994,25.2522288699994
234,1fzm,-16209.4737,14642.2341,-26514.2495,-4433.0306,95.5724,-15885.1895,14347.9631,-25784.3907,-4547.169,98.4071,-370.4711,294.2709,-560.0107,-111.9267,7.1954,-34449.4328,-3644.447,-26514.2495,-4386.3087,95.5724,-33703.744,-3502.6005,-25784.3907,-4515.1598,98.4071,-700.7919,-29.4357,-560.0107,-118.5409,7.1954,-10.63794313,-66.2239000000009,-55.5859568700009
235,1fzo,-15963.4641,15183.1848,-26796.562,-4444.0248,93.9379,-15882.3981,14390.172,-25861.8432,-4506.8313,96.1043,-160.1067,793.0128,-786.4346,-173.418,6.733,-32241.829,-1141.3788,-26796.562,-4397.826,93.9379,-31284.9305,-1049.8945,-25861.8432,-4469.2971,96.1043,-982.4835,-28.3951,-786.4346,-174.3868,6.733,-10.90043783,15.9514999999992,26.8519378299992
236,1fzq,-8223.1848,5858.0502,-11357.125,-2770.9157,46.8057,-7541.9821,7002.2712,-11802.8302,-2788.5392,47.1161,-742.7154,-1144.221,499.0408,-100.5635,3.0283,-15674.3386,-1620.0379,-11357.125,-2743.9814,46.8057,-16088.8433,-1571.9031,-11802.8302,-2761.2261,47.1161,393.9258,-5.9928,499.0408,-102.1505,3.0283,-10.52741905,19.3707000000013,29.8981190500013
237,1g1d,-9335.3024,12872.2692,-19471.4585,-2795.5366,59.4234,-9204.1465,12970.296,-19412.2618,-2821.9256,59.7449,-179.2519,-98.0268,-47.7705,-36.1385,2.6838,-24701.7883,-2537.1504,-19471.4585,-2752.6029,59.4234,-24635.5466,-2503.6778,-19412.2618,-2779.3519,59.7449,-81.2495,-1.628,-47.7705,-34.5349,2.6838,-13.04184197,16.2513999999992,29.2932419699992
238,1g2k,-7159.9848,8725.3729,-14045.7376,-1887.8869,48.2668,-7099.7752,8663.4597,-13812.9429,-2000.5072,50.2153,-163.1085,61.9132,-185.6554,-44.0462,4.6798,-17695.6417,-1831.1974,-14045.7376,-1866.9735,48.2668,-17472.673,-1733.6894,-13812.9429,-1976.256,50.2153,-241.1159,-12.3867,-185.6554,-47.7537,4.6798,-10.9971464,17.7775999999994,28.7747463999994
239,1g2l,-12197.1013,11626.5022,-19942.8238,-3951.8426,71.0629,-12116.4128,11714.4444,-19940.5487,-3961.9963,71.6878,-94.8128,-87.9422,70.3181,-81.4441,4.2555,-20032.9624,3746.0725,-19942.8238,-3907.274,71.0629,-19965.1204,3821.9907,-19940.5487,-3918.2502,71.6878,-17.6955,-10.4452,70.3181,-81.8238,4.2555,-10.00242964,-51.3487000000005,-41.3462703600005
240,1g2o,-28184.2883,29457.7761,-49172.7832,-8593.7097,124.4284,-28065.238,29423.0573,-48710.3031,-8903.0604,125.0681,-136.5274,34.7188,-84.1034,-89.3924,2.2496,-65071.3606,-7479.3975,-49172.7832,-8543.6083,124.4284,-64886.581,-7427.9101,-48710.3031,-8873.4359,125.0681,-176.3447,-4.1186,-84.1034,-90.3723,2.2496,-14.57536364,-29.8917000000001,-15.3163363600001
241,1g30,-10050.228,9586.4387,-16192.0162,-3502.8844,58.2341,-9961.3035,9663.0726,-16172.6293,-3509.5676,57.8209,-95.2797,-76.6339,55.7098,-78.9261,4.5705,-18754.4937,832.7943,-16192.0162,-3453.5058,58.2341,-18683.8955,890.8484,-16172.6293,-3459.9355,57.8209,-23.508,-4.8823,55.7098,-78.906,4.5705,-9.463624732,-46.8166000000001,-37.3529752680001
242,1g32,-10089.7892,9567.6857,-16219.452,-3495.503,57.48,-9970.733,9659.8983,-16171.3361,-3517.0635,57.7684,-127.4141,-92.2125,35.9671,-74.9396,3.7709,-18767.7634,836.8947,-16219.452,-3442.6861,57.48,-18685.414,891.7459,-16171.3361,-3463.5921,57.7684,-41.1964,-5.5216,35.9671,-75.4128,3.7709,-8.441276951,-40.9716999999982,-32.5304230489982
243,1g35,-7158.1184,8752.4708,-14097.506,-1861.495,48.4117,-7093.9491,8652.743,-13824.0916,-1973.0638,50.4634,-152.9212,99.7278,-211.3085,-46.2421,4.9015,-17720.8023,-1829.7832,-14097.506,-1841.9248,48.4117,-17458.7151,-1736.9829,-13824.0916,-1948.1039,50.4634,-267.8033,-11.0583,-211.3085,-50.338,4.9015,-11.24582559,7.00989999999911,18.2557255899991
244,1g36,-6697.292,11016.0289,-15636.153,-2122.6459,45.478,-6585.9105,11116.2471,-15671.1832,-2076.8503,45.876,-128.2622,-100.2182,41.0969,-72.9061,3.7652,-14845.4627,2873.4105,-15636.153,-2128.1982,45.478,-14778.4645,2929.2721,-15671.1832,-2082.4294,45.876,-33.7527,-5.225,41.0969,-73.3899,3.7652,-9.90572107,-33.7559000000006,-23.8501789300006
245,1g3d,-6447.8774,11225.9627,-15712.0057,-2009.1745,47.3401,-6292.8654,11316.8074,-15645.7391,-2011.4716,47.5379,-179.7848,-90.8447,-35.1646,-56.1198,2.3444,-14757.9262,2930.9392,-15712.0057,-2024.1998,47.34,-14667.1964,2960.9748,-15645.7391,-2029.97,47.5379,-88.6115,-0.639,-35.1646,-55.1522,2.3444,-7.66760836,-4.62380000000076,3.04380835999924
246,1g3e,-6384.6916,11240.7669,-15640.1975,-2032.1167,46.8557,-6276.6824,11317.0938,-15629.6587,-2011.3293,47.2118,-111.168,-76.3269,34.232,-71.4513,2.3782,-14718.6558,2915.9028,-15640.1975,-2041.2168,46.8557,-14654.4076,2950.2505,-15629.6587,-2022.2112,47.2118,-35.9132,-1.3363,34.232,-71.1871,2.3782,-7.43274468,-29.8526000000006,-22.4198553200006
247,1g45,-9397.231,12800.1246,-19541.8044,-2714.765,59.2138,-9261.3977,12898.5431,-19480.1355,-2739.2687,59.4634,-179.2189,-98.4185,-48.2599,-35.2179,2.6774,-24674.7193,-2525.5442,-19541.8044,-2666.5845,59.2138,-24604.9088,-2493.3331,-19480.1355,-2690.9036,59.4634,-81.6348,-1.7101,-48.2599,-34.3422,2.6774,-11.93660112,12.8845999999994,24.8212011199994
248,1g46,-9347.5704,12865.966,-19642.2604,-2630.426,59.15,-9217.8197,12950.7977,-19572.9796,-2654.9457,59.3078,-172.8745,-84.8317,-54.5363,-36.2355,2.729,-24703.5053,-2532.1709,-19642.2604,-2588.224,59.15,-24626.3878,-2499.58,-19572.9796,-2613.1361,59.3078,-88.4722,-1.8131,-54.5363,-34.8517,2.729,-12.15764929,12.3459999999977,24.5036492899977
249,1g48,-9338.1538,12878.7138,-19483.3355,-2792.6247,59.0926,-9229.7375,12942.5248,-19498.4992,-2733.1124,59.3493,-182.5321,-63.811,-35.9172,-85.5074,2.7035,-24682.5294,-2521.7568,-19483.3355,-2736.5297,59.0926,-24616.3563,-2490.2789,-19498.4992,-2686.9274,59.3493,-117.6985,-1.0729,-35.9172,-83.4119,2.7035,-11.61884438,43.7107999999989,55.3296443799989
251,1g4o,-9314.3088,12841.0731,-19507.9437,-2707.4508,60.0126,-9187.3783,12927.6504,-19442.1598,-2733.1091,60.2401,-174.714,-86.5774,-55.6135,-35.186,2.6629,-24621.542,-2505.4313,-19507.9437,-2668.1797,60.0126,-24549.8008,-2474.4132,-19442.1598,-2693.4678,60.2401,-88.4547,-1.5916,-55.6135,-33.9125,2.6629,-11.39779621,18.3569999999982,29.7547962099982
252,1g52,-9355.7146,12851.9443,-19589.5589,-2676.7691,58.6691,-9232.1656,12936.3879,-19526.5461,-2700.9928,58.9853,-171.5216,-84.4435,-52.0679,-37.728,2.7179,-24703.5024,-2540.3987,-19589.5589,-2632.2139,58.6691,-24631.9207,-2507.2556,-19526.5461,-2657.1044,58.9853,-87.3698,-1.7005,-52.0679,-36.3192,2.7179,-13.17999707,16.5300000000025,29.7099970700025
253,1g53,-9356.3952,12855.2885,-19490.2843,-2780.4029,59.0034,-9214.6796,12981.3148,-19448.1639,-2807.16,59.3295,-187.9044,-126.0263,-29.6797,-34.9634,2.765,-24710.448,-2541.9989,-19490.2843,-2737.1683,59.0034,-24662.3195,-2509.1952,-19448.1639,-2764.29,59.3295,-61.8937,-1.5098,-29.6797,-33.4692,2.765,-12.48922154,14.8948999999975,27.3841215399975
254,1g54,-9338.9312,12852.2961,-19627.1768,-2622.9515,58.9011,-9211.0447,12956.4555,-19576.2183,-2650.3894,59.1075,-175.0947,-104.1595,-38.6348,-35.1583,2.8578,-24673.8549,-2533.485,-19627.1768,-2572.0941,58.9011,-24615.6293,-2498.6956,-19576.2183,-2599.8229,59.1075,-71.0152,-1.7131,-38.6348,-33.5251,2.8578,-12.18528031,14.1319000000003,26.3171803100003
255,1g74,-5421.1593,5860.8252,-9583.7903,-1732.3989,34.2047,-5390.6099,5855.9825,-9480.8054,-1800.9911,35.2041,-80.3093,4.8427,-6.4327,-81.7313,3.012,-12405.5814,-1156.1998,-9583.7903,-1699.796,34.2047,-12318.6286,-1110.8858,-9480.8054,-1762.1415,35.2041,-87.8461,-4.8565,-6.4327,-79.5688,3.012,-9.007712884,9.30239999999958,18.3101128839996
256,1g7f,-12669.9122,12656.4296,-20964.6623,-4428.6555,66.976,-12370.9848,12677.6034,-20607.6168,-4508.3805,67.4091,-312.3836,-21.1738,83.1246,-378.6915,4.3571,-28279.6073,-3006.8722,-20964.6623,-4375.0488,66.976,-27928.6397,-2947.9323,-20607.6168,-4440.4996,67.4091,-296.657,-10.923,83.1246,-373.2158,4.3571,-7.557084275,-34.5607,-27.003615725
257,1g7g,-12620.131,12972.2306,-21303.0845,-4355.2967,66.0195,-12404.1109,12744.5834,-20798.0665,-4416.9842,66.3564,-270.5588,227.6472,-113.9787,-389.1126,4.8852,-28588.678,-3051.4214,-21303.0845,-4300.1916,66.0195,-28061.5555,-2982.0702,-20798.0665,-4347.7751,66.3564,-505.2942,-11.5238,-113.9787,-384.677,4.8852,-9.118236968,-3.28870000000097,5.82953696799903
258,1g7q,-16084.3182,15192.5431,-26905.9179,-4463.7381,92.7947,-15920.5035,14575.27,-26121.0468,-4469.5286,94.8019,-237.785,617.2731,-631.2837,-229.8505,6.0761,-32392.0933,-1173.5352,-26905.9179,-4405.435,92.7947,-31535.5495,-1077.3013,-26121.0468,-4432.0033,94.8019,-873.7635,-20.0355,-631.2837,-228.5204,6.0761,-8.372199398,-2.22809999999663,6.14409939800337
259,1g7v,-9740.7048,13830.7281,-20587.4062,-3048.8925,64.8658,-9517.1906,13739.1131,-20277.8179,-3044.5994,66.1137,-309.0258,91.615,-255.5664,-148.0443,2.9699,-25572.9703,-2041.8353,-20587.4062,-3008.5947,64.8658,-25218.9708,-2008.1098,-20277.8179,-2999.1568,66.1136,-402.8315,-4.509,-255.5664,-145.726,2.9699,-8.841926757,56.2950999999994,65.1370267569994
260,1g85,-13865.321,14870.1945,-22207.6443,-6609.7242,81.853,-13865.0337,14879.0463,-22210.4832,-6616.1151,82.5183,-11.1637,-8.8518,1.9707,-6.1609,1.8783,-31589.2084,-2927.8704,-22207.6443,-6535.5467,81.853,-31570.437,-2898.7114,-22210.4832,-6543.7607,82.5183,-4.8421,-1.5339,1.9707,-7.1573,1.8783,-7.570899786,-16.7487000000001,-9.1778002140001
261,1g98,-40814.6863,50202.3744,-82279.9208,-8914.2349,177.0949,-40635.8093,50244.5017,-82077.7662,-8980.2126,177.6679,-241.375,-42.1272,-74.5333,-126.6907,1.9762,-102377.2175,-11525.3304,-82279.9208,-8749.0612,177.0949,-102221.4885,-11503.0631,-82077.7662,-8818.327,177.6679,-202.7366,-1.5899,-74.5333,-128.5897,1.9762,-7.874841018,41.8205999999991,49.6954410179991
